entity_id,canonical_name,pan,city,state,pincode,source_system_count,resolution_quality,sample_decision_reason
ENT-0765,Prime Corp LLP,GQKMI0451O,Chennai,TN,,7,0.9857142857142858,Exact PAN match
ENT-0766,Shree Ventures LLP,GQKWR9382H,Delhi,DL,,9,0.9666666666666666,Exact PAN match
ENT-0767,Acme Solutions LLP,GQULH6683K,Mumbai,MH,,7,0.9714285714285714,Exact PAN match
ENT-0768,Apex Enterprises Pvt Ltd,GRERM2628N,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0769,Shree Industries LLP,GRPHI9809Z,Bengaluru,KA,,8,0.975,Exact PAN match
ENT-0770,Apex Traders Pvt Ltd,GRYZW9657C,Delhi,DL,,5,1.0,Exact PAN match
ENT-0771,Stellar Solutions Pvt Ltd,GRZZA5254H,Mumbai,MH,,6,1.0,Exact PAN match
ENT-0772,Dynamic Corp Pvt Ltd,GSBZM0770Z,Pune,MH,,5,1.0,Exact PAN match
ENT-0773,Global Ventures LLP,GSDCT7416L,Chennai,TN,,8,0.9625,Exact PAN match
ENT-0774,Sunrise Enterprises LLP,GTXAS4180B,Bengaluru,KA,,6,1.0,Exact PAN match
ENT-0775,Stellar Logistics Limited,GTZIG1730R,Chennai,TN,,7,0.9714285714285714,Exact PAN match
ENT-0776,Shree Industries Pvt Ltd,GUESC9414I,Hyderabad,TS,,5,1.0,Exact PAN match
ENT-0777,Prime Enterprises Limited,GURJQ7201Y,Mumbai,MH,,6,0.9666666666666667,Exact PAN match
ENT-0778,Stellar Traders Pvt Ltd,GURVU4179G,Ahmedabad,GJ,,6,1.0,Exact PAN match
ENT-0779,Global Enterprises Limited,GUWJR1622S,Mumbai,MH,,8,0.975,Exact PAN match
ENT-0780,Apex Enterprises Pvt Ltd,GUWQW9494Y,Hyderabad,TS,,7,1.0,Exact PAN match
ENT-0781,Prime Traders Pvt Ltd,GUYHF9849U,Delhi,DL,,5,1.0,Exact PAN match
ENT-0782,Acme Corp LLP,GVFXU5484D,Delhi,DL,,7,0.9857142857142858,Exact PAN match
ENT-0783,Balaji Ventures Limited,GVJFW2443A,Delhi,DL,,7,0.9714285714285714,Exact PAN match
ENT-0784,Pioneer Ventures LLP,GVRRZ5699G,Mumbai,MH,,7,0.9714285714285714,Exact PAN match
ENT-0785,TECH INDUSTRIES LIMITED,GVUNS8081U,Delhi,DL,,7,0.9571428571428572,Exact PAN match
ENT-0786,Acme Fabrication Pvt Ltd,GWELK4522I,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0787,Global Solutions Pvt Ltd,GWEYL4561F,Ahmedabad,GJ,,6,1.0,Exact PAN match
ENT-0788,Dynamic Ventures Pvt Ltd,GWIQD5555M,Mumbai,MH,,7,1.0,Exact PAN match
ENT-0789,Metro Solutions Pvt Ltd,GXHMX6146E,Bengaluru,KA,,5,1.0,Exact PAN match
ENT-0790,Balaji Technologies Pvt Ltd,GXOBS6301C,Ahmedabad,GJ,,4,1.0,Exact PAN match
ENT-0791,Balaji Ventures Pvt Ltd,GYGGF3784V,Pune,MH,,5,1.0,Exact PAN match
ENT-0792,Prime Technologies Pvt Ltd,GYQDL7639A,Mumbai,MH,,5,1.0,Exact PAN match
ENT-0793,Om Enterprises Limited,GYWZA4003K,Hyderabad,TS,,6,0.9666666666666667,Exact PAN match
ENT-0794,Apex Industries Limited,GZJMA7033K,pune,mh,,8,0.9625,Exact PAN match
ENT-0795,Om Logistics Limited,GZWAW2223F,Chennai,TN,,6,0.9833333333333334,Exact PAN match
ENT-0796,Apex Traders Limited,GZZOW3805B,Mumbai,MH,,5,0.9800000000000001,Exact PAN match
ENT-0797,SUNRISE CORP LIMITED,HACQP4698Z,Pune,MH,,6,0.9500000000000001,Exact PAN match
ENT-0798,Metro Traders Limited,HADAV1169W,Ahmedabad,GJ,,9,0.9777777777777779,Exact PAN match
ENT-0799,Om Ventures Limited,HAJEG3792T,Chennai,TN,,7,0.9714285714285714,Exact PAN match
ENT-0800,Tech Traders Pvt Ltd,HAQMQ1217L,Hyderabad,TS,,5,1.0,Exact PAN match
ENT-0801,Global Ventures Limited,HAVLR1127Q,Hyderabad,TS,,9,0.9666666666666666,Exact PAN match
ENT-0802,Shree Traders LLP,HBEBK5599V,Mumbai,MH,,7,0.9714285714285714,Exact PAN match
ENT-0803,Global Enterprises Pvt Ltd,HBFAN1848U,Delhi,DL,,7,1.0,Exact PAN match
ENT-0804,Shree Logistics Pvt Ltd,HBFGG3657U,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0805,Metro Industries LLP,HBFIV8733V,Pune,MH,,8,0.975,Exact PAN match
ENT-0806,Apex Traders LLP,HBJNG8683Z,Delhi,DL,,8,0.975,Exact PAN match
ENT-0807,Metro Traders Pvt Ltd,HBSLI4301I,Mumbai,MH,,6,1.0,Exact PAN match
ENT-0808,Om Traders LLP,HCJGY4736L,Chennai,TN,,7,0.9714285714285714,Exact PAN match
ENT-0809,Dynamic Technologies LLP,HCKAW0056W,Chennai,TN,,5,1.0,Exact PAN match
ENT-0810,Sunrise Traders LLP,HCMWM1981M,Mumbai,MH,,8,0.9875,Exact PAN match
ENT-0811,Shree Traders LLP,HCRST5260W,Hyderabad,TS,,8,0.975,Exact PAN match
ENT-0812,Stellar Corp Limited,HDEIN8249H,Hyderabad,TS,,7,0.9714285714285714,Exact PAN match
ENT-0813,Global Traders Pvt Ltd,HDLBV5560Y,Hyderabad,TS,,2,1.0,Exact PAN match
ENT-0814,Stellar Enterprises Limited,HDSEA1471V,Pune,MH,,7,0.9714285714285714,Exact PAN match
ENT-0815,Acme Fabrication Limited,HEBAD8307P,Ahmedabad,GJ,,6,0.9666666666666667,Exact PAN match
ENT-0816,Metro Enterprises Limited,HECEW5560H,Pune,MH,,7,0.9571428571428572,Exact PAN match
ENT-0817,Balaji Industries LLP,HEINT4497D,Pune,MH,,9,0.9666666666666666,Exact PAN match
ENT-0818,Metro Technologies Pvt Ltd,HELTM3002T,Hyderabad,TS,,6,1.0,Exact PAN match
ENT-0819,Stellar Corp Pvt Ltd,HERNR3935F,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0820,Prime Logistics LLP,HEVMW2584F,Delhi,DL,,7,0.9857142857142858,Exact PAN match
ENT-0821,Pioneer Enterprises Limited,HEXAQ8426R,Delhi,DL,,6,0.9833333333333334,Exact PAN match
ENT-0822,Tech Technologies Limited,HEZMW8404D,Ahmedabad,GJ,,5,0.9800000000000001,Exact PAN match
ENT-0823,Stellar Industries Pvt Ltd,HFIFH4514S,Ahmedabad,GJ,,4,1.0,Exact PAN match
ENT-0824,Global Industries LLP,HFLII2018Z,Chennai,TN,,6,0.9833333333333334,Exact PAN match
ENT-0825,Apex Corp Pvt Ltd,HGBUI9661Q,Hyderabad,TS,,6,1.0,Exact PAN match
ENT-0826,Apex Fabrication Pvt Ltd,HGCZB7470P,Delhi,DL,,6,1.0,Exact PAN match
ENT-0827,Stellar Fabrication LLP,HGIHS0091C,Mumbai,MH,,8,0.975,Exact PAN match
ENT-0828,Pioneer Enterprises Limited,HGKGL9944R,Delhi,DL,,6,0.9833333333333334,Exact PAN match
ENT-0829,Sunrise Industries Limited,HHDAF7595Z,Hyderabad,TS,,8,0.9625,Exact PAN match
ENT-0830,Om Logistics LLP,HHGRU4922K,Ahmedabad,GJ,,10,0.97,Exact PAN match
ENT-0831,SUNRISE ENTERPRISES LLP,HHKUL2877N,Delhi,DL,,8,0.9625,Exact PAN match
ENT-0832,TECH TRADERS LLP,HHWLC0451B,Mumbai,MH,,5,0.9400000000000001,Exact PAN match
ENT-0833,Pioneer Traders Pvt Ltd,HHZYO8267J,Bengaluru,KA,,4,1.0,Exact PAN match
ENT-0834,Apex Solutions LLP,HIANM4068A,Chennai,TN,,6,0.9666666666666667,Exact PAN match
ENT-0835,Apex Ventures Limited,HIAVN6522S,Mumbai,MH,,7,0.9571428571428572,Exact PAN match
ENT-0836,Global Corp LLP,HIDPX6555Y,Delhi,DL,,6,0.9833333333333334,Exact PAN match
ENT-0837,Sunrise Solutions Pvt Ltd,HIDSO9436E,Hyderabad,TS,,4,1.0,Exact PAN match
ENT-0838,Shree Corp Pvt Ltd,HIEDB6161L,Pune,MH,,6,1.0,Exact PAN match
ENT-0839,Shree Corp LLP,HIHFC4415E,Ahmedabad,GJ,,7,0.9857142857142858,Exact PAN match
ENT-0840,Shree Solutions Limited,HIHVG1512Z,Ahmedabad,GJ,,6,0.9833333333333334,Exact PAN match
ENT-0841,Pioneer Logistics Limited,HIOGC6514B,Pune,MH,,7,0.9857142857142858,Exact PAN match
ENT-0842,Apex Traders LLP,HIPUQ0611W,Pune,MH,,7,0.9714285714285714,Exact PAN match
ENT-0843,Om Technologies Limited,HISKJ1476Q,Mumbai,MH,,6,0.9666666666666667,Exact PAN match
ENT-0844,Pioneer Corp LLP,HIWDY8533C,Hyderabad,TS,,7,0.9714285714285714,Exact PAN match
ENT-0845,Dynamic Solutions Pvt Ltd,HJASS6441R,Chennai,TN,,4,1.0,Exact PAN match
ENT-0846,Dynamic Industries Pvt Ltd,HJFMV5964V,Hyderabad,TS,,6,1.0,Exact PAN match
ENT-0847,Tech Technologies Limited,HJGZP2342Q,Mumbai,MH,,9,0.9666666666666666,Exact PAN match
ENT-0848,Shree Technologies Pvt Ltd,HJNUC1473N,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0849,Global Solutions Limited,HJRRZ4867B,Hyderabad,TS,,10,0.97,Exact PAN match
ENT-0850,Om Solutions LLP,HJSBS9574K,Pune,MH,,5,0.9800000000000001,Exact PAN match
ENT-0851,Prime Industries Pvt Ltd,HKDCK6837A,Hyderabad,TS,,3,1.0,Exact PAN match
ENT-0852,Acme Ventures LLP,HKFAA8300J,Bengaluru,KA,,7,0.9714285714285714,Exact PAN match
ENT-0853,Stellar Traders LLP,HKIGN0784K,Pune,MH,,5,0.96,Exact PAN match
ENT-0854,Apex Traders LLP,HKJBY9401E,Hyderabad,TS,,8,0.975,Exact PAN match
ENT-0855,Sunrise Logistics LLP,HKMEE4303H,Hyderabad,TS,,7,0.9857142857142858,Exact PAN match
ENT-0856,BALAJI TRADERS LIMITED,HKQZV4095T,Bengaluru,KA,,6,0.9666666666666667,Exact PAN match
ENT-0857,Global Corp Pvt Ltd,HKSWP0359N,Pune,MH,,6,1.0,Exact PAN match
ENT-0858,Balaji Solutions Pvt Ltd,HKXDL8585G,Ahmedabad,GJ,,4,1.0,Exact PAN match
ENT-0859,Global Ventures Pvt Ltd,HKYJG5287D,Bengaluru,KA,,6,1.0,Exact PAN match
ENT-0860,Balaji Fabrication Pvt Ltd,HLGOQ5989F,Hyderabad,TS,,5,1.0,Exact PAN match
ENT-0861,Apex Fabrication Limited,HLHYV8796C,Pune,MH,,9,0.9666666666666666,Exact PAN match
ENT-0862,Metro Solutions LLP,HLLMO0880K,Mumbai,MH,,8,0.9625,Exact PAN match
ENT-0863,Om Corp Limited,HLLUF6807I,Chennai,TN,,7,0.9714285714285714,Exact PAN match
ENT-0864,Acme Enterprises LLP,HLLYU4007U,Bengaluru,KA,,7,0.9714285714285714,Exact PAN match
ENT-0865,Global Corp Limited,HLMEF9682B,Chennai,TN,,5,1.0,Exact PAN match
ENT-0866,Shree Enterprises LLP,HLUWD6051E,Bengaluru,KA,,8,0.975,Exact PAN match
ENT-0867,Sunrise Technologies Pvt Ltd,HLVFK6407M,Pune,MH,,5,1.0,Exact PAN match
ENT-0868,METRO TECHNOLOGIES LLP,HLXAS9446D,Pune,MH,,7,0.9571428571428572,Exact PAN match
ENT-0869,STELLAR ENTERPRISES LLP,HMGTI4032S,Chennai,TN,,6,0.9500000000000001,Exact PAN match
ENT-0870,Metro Technologies Limited,HMHCY2148O,Mumbai,MH,,7,0.9857142857142858,Exact PAN match
ENT-0871,Global Traders Limited,HMSWK2062B,Bengaluru,KA,,8,0.9625,Exact PAN match
ENT-0872,Acme Corp Pvt Ltd,HMUKN9971L,Delhi,DL,,5,1.0,Exact PAN match
ENT-0873,Sunrise Technologies Pvt Ltd,HNAOJ6146U,Chennai,TN,,5,1.0,Exact PAN match
ENT-0874,Balaji Ventures Pvt Ltd,HNAQW8369T,Bengaluru,KA,,4,1.0,Exact PAN match
ENT-0875,Stellar Ventures Pvt Ltd,HNCUZ8275G,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0876,Pioneer Logistics LLP,HNLBZ6898O,Hyderabad,TS,,7,0.9571428571428572,Exact PAN match
ENT-0877,Pioneer Logistics Limited,HNOLW4580D,Ahmedabad,GJ,,7,0.9714285714285714,Exact PAN match
ENT-0878,Apex Traders Limited,HOSYI9323B,Pune,MH,,7,0.9714285714285714,Exact PAN match
ENT-0879,Pioneer Industries Pvt Ltd,HOUFP5266O,Delhi,DL,,4,1.0,Exact PAN match
ENT-0880,Tech Technologies Limited,HPBZP7088K,Ahmedabad,GJ,,8,0.9875,Exact PAN match
ENT-0881,Apex Corp Limited,HPGOD8097A,Chennai,TN,,8,0.9875,Exact PAN match
ENT-0882,Stellar Traders LLP,HPKER7184M,Delhi,DL,,6,0.9833333333333334,Exact PAN match
ENT-0883,Balaji Traders Limited,HPPJM1566L,Pune,MH,,9,0.9777777777777779,Exact PAN match
ENT-0884,Apex Logistics LLP,HPUNG0810R,Chennai,TN,,8,0.9875,Exact PAN match
ENT-0885,Dynamic Ventures LLP,HPVBT6227X,Mumbai,MH,,7,0.9714285714285714,Exact PAN match
ENT-0886,Apex Solutions LLP,HPWYL3873Q,Bengaluru,KA,,8,0.975,Exact PAN match
ENT-0887,Metro Enterprises LLP,HPXEU3116E,Hyderabad,TS,,10,0.97,Exact PAN match
ENT-0888,Stellar Enterprises LLP,HQLEB7162P,Mumbai,MH,,6,0.9666666666666667,Exact PAN match
ENT-0889,Om Technologies LLP,HRDEE0160S,Hyderabad,TS,,7,0.9857142857142858,Exact PAN match
ENT-0890,Om Logistics Pvt Ltd,HRGJZ8892L,Chennai,TN,,7,1.0,Exact PAN match
ENT-0891,Global Corp Pvt Ltd,HRKRA5249J,Mumbai,MH,,4,1.0,Exact PAN match
ENT-0892,Prime Solutions Pvt Ltd,HRMQK8920K,Bengaluru,KA,,3,1.0,Exact PAN match
ENT-0893,Balaji Ventures Pvt Ltd,HRPDA2529Q,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0894,Balaji Industries LLP,HRXIE1154G,Hyderabad,TS,,5,1.0,Exact PAN match
ENT-0895,Shree Solutions LLP,HSDVY5750U,mumbai,mh,,8,0.975,Exact PAN match
ENT-0896,Global Logistics Pvt Ltd,HSFVS0043G,Mumbai,MH,,5,1.0,Exact PAN match
ENT-0897,Apex Solutions Pvt Ltd,HSHFY7565D,Pune,MH,,6,1.0,Exact PAN match
ENT-0898,Balaji Industries Pvt Ltd,HSKMG2968Q,Bengaluru,KA,,5,1.0,Exact PAN match
ENT-0899,Pioneer Fabrication Limited,HSQXV4210R,Delhi,DL,,6,0.9666666666666667,Exact PAN match
ENT-0900,Shree Industries Pvt Ltd,HSRPE9278D,Delhi,DL,,6,1.0,Exact PAN match
ENT-0901,Apex Technologies Limited,HSWCM2507K,Ahmedabad,GJ,,7,0.9714285714285714,Exact PAN match
ENT-0902,Balaji Fabrication LLP,HSWGM6423R,Delhi,DL,,6,0.9666666666666667,Exact PAN match
ENT-0903,Metro Logistics Pvt Ltd,HSZDZ5181O,Delhi,DL,,5,1.0,Exact PAN match
ENT-0904,Acme Logistics Pvt Ltd,HTGGL4451F,Chennai,TN,,6,1.0,Exact PAN match
ENT-0905,Prime Technologies Pvt Ltd,HTNKJ7213S,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0906,Tech Corp LLP,HTPYC3484E,Mumbai,MH,,6,0.9666666666666667,Exact PAN match
ENT-0907,Acme Fabrication Limited,HTQOW7186C,mumbai,mh,,7,0.9857142857142858,Exact PAN match
ENT-0908,Prime Enterprises LLP,HTZPR6903B,Mumbai,MH,,5,0.9800000000000001,Exact PAN match
ENT-0909,ACME CORP LLP,HUJSV9194E,Chennai,TN,,8,0.9625,Exact PAN match
ENT-0910,Acme Traders Pvt Ltd,HUKTI0997A,Chennai,TN,,4,1.0,Exact PAN match
ENT-0911,Prime Traders LLP,HUQHJ1894D,Chennai,TN,,7,0.9714285714285714,Exact PAN match
ENT-0912,Stellar Ventures LLP,HUTYQ5760K,mumbai,mh,,7,0.9571428571428572,Exact PAN match
ENT-0913,Stellar Logistics Pvt Ltd,HUUFZ8855Q,Mumbai,MH,,5,1.0,Exact PAN match
ENT-0914,Pioneer Fabrication Pvt Ltd,HUZIY3963T,Bengaluru,KA,,6,1.0,Exact PAN match
ENT-0915,Apex Solutions Limited,HVNQH3204T,Delhi,DL,,6,0.9666666666666667,Exact PAN match
ENT-0916,Prime Logistics LLP,HVVCP6092X,Bengaluru,KA,,7,0.9714285714285714,Exact PAN match
ENT-0917,Prime Solutions LLP,HWFLL2038S,Ahmedabad,GJ,,6,0.9666666666666667,Exact PAN match
ENT-0918,Dynamic Enterprises Pvt Ltd,HWIGJ5824A,Pune,MH,,4,1.0,Exact PAN match
ENT-0919,Apex Industries Limited,HWZTH6602C,Ahmedabad,GJ,,10,0.97,Exact PAN match
ENT-0920,Tech Enterprises Pvt Ltd,HXOBL6972T,Delhi,DL,,5,1.0,Exact PAN match
ENT-0921,OM TECHNOLOGIES LLP,HXOQS5280I,Hyderabad,TS,,7,0.9571428571428572,Exact PAN match
ENT-0922,Global Logistics Limited,HXVGG3238B,Hyderabad,TS,,6,1.0,Exact PAN match
ENT-0923,Apex Corp Limited,HXWBL7313N,Hyderabad,TS,,6,0.9833333333333334,Exact PAN match
ENT-0924,Metro Fabrication LLP,HYGLA2230U,Hyderabad,TS,,8,0.975,Exact PAN match
ENT-0925,Metro Ventures LLP,HYHJO4792W,Mumbai,MH,,5,0.9800000000000001,Exact PAN match
ENT-0926,Metro Corp Pvt Ltd,HYVCV4488W,Bengaluru,KA,,6,1.0,Exact PAN match
ENT-0927,Acme Industries Pvt Ltd,HZCER2415K,Hyderabad,TS,,6,1.0,Exact PAN match
ENT-0928,Stellar Fabrication LLP,HZNLA3821A,Delhi,DL,,8,0.975,Exact PAN match
ENT-0929,Om Enterprises LLP,HZOLD4377K,Chennai,TN,,9,0.9666666666666666,Exact PAN match
ENT-0930,Stellar Corp LLP,HZOME8842A,Delhi,DL,,6,0.9833333333333334,Exact PAN match
ENT-0931,Tech Enterprises LLP,HZUTM1216J,Hyderabad,TS,,6,0.9833333333333334,Exact PAN match
ENT-0932,Sunrise Industries LLP,HZWFE8245J,Hyderabad,TS,,6,0.9833333333333334,Exact PAN match
ENT-0933,Stellar Corp Pvt Ltd,IAAUY7203V,Mumbai,MH,,5,1.0,Exact PAN match
ENT-0934,Sunrise Fabrication Pvt Ltd,IAXOX7133G,Bengaluru,KA,,4,1.0,Exact PAN match
ENT-0935,Shree Fabrication Limited,IBAWU8651O,delhi,dl,,7,0.9714285714285714,Exact PAN match
ENT-0936,Tech Industries LLP,IBAZS1951H,Pune,MH,,6,0.9666666666666667,Exact PAN match
ENT-0937,Prime Technologies Limited,IBFKJ5057G,Pune,MH,,5,1.0,Exact PAN match
ENT-0938,Sunrise Corp Pvt Ltd,IBGXE0710R,Bengaluru,KA,,4,1.0,Exact PAN match
ENT-0939,SUNRISE SOLUTIONS LIMITED,IBJTW8140Z,Bengaluru,KA,,7,0.9571428571428572,Exact PAN match
ENT-0940,Metro Traders Limited,IBSVP0044D,Chennai,TN,,8,0.975,Exact PAN match
ENT-0941,Stellar Corp LLP,IBWUO5742V,Bengaluru,KA,,8,0.9625,Exact PAN match
ENT-0942,Apex Technologies Pvt Ltd,IDDUP7106W,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0943,Metro Enterprises Pvt Ltd,IDMNL7926A,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0944,Pioneer Traders Pvt Ltd,IDQQP3129W,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0945,Stellar Fabrication Limited,IDVOT2400N,mumbai,mh,,5,0.96,Exact PAN match
ENT-0946,Tech Solutions LLP,IDVPT7503P,Mumbai,MH,,7,0.9714285714285714,Exact PAN match
ENT-0947,Apex Technologies Pvt Ltd,IEBPA6750K,Delhi,DL,,5,1.0,Exact PAN match
ENT-0948,METRO CORP LIMITED,IECDP2261S,Delhi,DL,,5,0.96,Exact PAN match
ENT-0949,Global Fabrication Pvt Ltd,IEPSE9593C,Pune,MH,,4,1.0,Exact PAN match
ENT-0950,Acme Traders Pvt Ltd,IFASE6640R,Bengaluru,KA,,5,1.0,Exact PAN match
ENT-0951,Metro Industries LLP,IFAVE6149C,Delhi,DL,,6,0.9666666666666667,Exact PAN match
ENT-0952,GLOBAL INDUSTRIES LLP,IFOFX4129H,Delhi,DL,,7,0.9571428571428572,Exact PAN match
ENT-0953,Stellar Traders Pvt Ltd,IFWPS0250Y,Ahmedabad,GJ,,6,1.0,Exact PAN match
ENT-0954,Acme Logistics LLP,IFXJL0807S,Hyderabad,TS,,5,1.0,Exact PAN match
ENT-0955,Stellar Enterprises Limited,IFZAG1695H,Bengaluru,KA,,7,0.9571428571428572,Exact PAN match
ENT-0956,Tech Enterprises LLP,IFZNW5680U,Ahmedabad,GJ,,8,0.975,Exact PAN match
ENT-0957,Prime Corp Limited,IGFBA4464G,Mumbai,MH,,8,0.975,Exact PAN match
ENT-0958,Sunrise Solutions LLP,IGLPN8438N,Ahmedabad,GJ,,8,0.975,Exact PAN match
ENT-0959,Metro Technologies Limited,IGSYU7679D,Ahmedabad,GJ,,8,0.9625,Exact PAN match
ENT-0960,Stellar Industries Pvt Ltd,IHHUK1185R,Hyderabad,TS,,5,1.0,Exact PAN match
ENT-0961,Sunrise Technologies Pvt Ltd,IHICE8590E,Ahmedabad,GJ,,6,1.0,Exact PAN match
ENT-0962,Stellar Corp Pvt Ltd,IHJTB9817V,Ahmedabad,GJ,,6,1.0,Exact PAN match
ENT-0963,Stellar Technologies Limited,IHKJI2447F,chennai,tn,,7,0.9714285714285714,Exact PAN match
ENT-0964,Shree Ventures Pvt Ltd,IHLML8185E,Pune,MH,,6,1.0,Exact PAN match
ENT-0965,Pioneer Technologies Pvt Ltd,IHTTJ7554T,Hyderabad,TS,,4,1.0,Exact PAN match
ENT-0966,Pioneer Ventures LLP,IHYSE1459L,Pune,MH,,5,0.9800000000000001,Exact PAN match
ENT-0967,Metro Solutions Limited,IIDMO7834P,Pune,MH,,8,0.9625,Exact PAN match
ENT-0968,Acme Corp Pvt Ltd,IIFIZ6739V,Delhi,DL,,5,1.0,Exact PAN match
ENT-0969,Stellar Industries Limited,IIIVU5503Y,Bengaluru,KA,,7,0.9714285714285714,Exact PAN match
ENT-0970,Pioneer Traders Pvt Ltd,IINUP4485L,Hyderabad,TS,,4,1.0,Exact PAN match
ENT-0971,Tech Ventures LLP,IIOBM5290C,Ahmedabad,GJ,,7,0.9714285714285714,Exact PAN match
ENT-0972,Dynamic Industries Pvt Ltd,IIUFK1125Y,Delhi,DL,,4,1.0,Exact PAN match
ENT-0973,Shree Industries Pvt Ltd,IJKEX6407F,Ahmedabad,GJ,,4,1.0,Exact PAN match
ENT-0974,Sunrise Traders LLP,IJNHH4642I,Mumbai,MH,,8,0.975,Exact PAN match
ENT-0975,Global Corp LLP,IJNPQ5908V,Bengaluru,KA,,8,0.9625,Exact PAN match
ENT-0976,Pioneer Enterprises LLP,IJQZK4603C,Mumbai,MH,,6,0.9666666666666667,Exact PAN match
ENT-0977,Apex Fabrication LLP,IJZSU0052Y,Ahmedabad,GJ,,7,0.9571428571428572,Exact PAN match
ENT-0978,Shree Traders Limited,IKBTS8856K,Hyderabad,TS,,8,0.975,Exact PAN match
ENT-0979,Global Ventures LLP,IKHQN2452G,Mumbai,MH,,9,0.9777777777777779,Exact PAN match
ENT-0980,Global Corp Limited,IKSOQ8784N,Chennai,TN,,8,0.9625,Exact PAN match
ENT-0981,Balaji Fabrication Limited,ILITX7483S,Bengaluru,KA,,9,0.9666666666666666,Exact PAN match
ENT-0982,Dynamic Logistics Limited,ILJVA4223H,Mumbai,MH,,6,0.9833333333333334,Exact PAN match
ENT-0983,Tech Traders Pvt Ltd,ILQRR2090L,Pune,MH,,6,1.0,Exact PAN match
ENT-0984,Acme Corp Pvt Ltd,ILUQH0429L,Ahmedabad,GJ,,5,1.0,Exact PAN match
ENT-0985,Stellar Ventures Pvt Ltd,IMBUF5021A,Hyderabad,TS,,5,1.0,Exact PAN match
ENT-0986,Dynamic Corp LLP,IMCCY0906D,Mumbai,MH,,7,0.9714285714285714,Exact PAN match
ENT-0987,Om Fabrication LLP,IMFWW2437F,Delhi,DL,,8,0.975,Exact PAN match
ENT-0988,Pioneer Corp Limited,IMOQM0971T,Ahmedabad,GJ,,7,0.9714285714285714,Exact PAN match
ENT-0989,Dynamic Industries Limited,IMWKP6222E,Hyderabad,TS,,9,0.9666666666666666,Exact PAN match
ENT-0990,Pioneer Industries LLP,INDCD0296C,Mumbai,MH,,9,0.9666666666666666,Exact PAN match
ENT-0991,Tech Enterprises Pvt Ltd,INFOX0811Q,Pune,MH,,6,1.0,Exact PAN match
ENT-0992,Shree Industries Pvt Ltd,INICZ7249C,Delhi,DL,,5,1.0,Exact PAN match
ENT-0993,Shree Logistics LLP,INLWZ3502S,Delhi,DL,,7,0.9714285714285714,Exact PAN match
ENT-0994,Global Solutions LLP,IOBUL6059V,Hyderabad,TS,,5,0.9800000000000001,Exact PAN match
ENT-0995,Sunrise Fabrication Limited,IOECV4508G,Hyderabad,TS,,4,1.0,Exact PAN match
ENT-0996,Global Solutions Pvt Ltd,IOINU4951I,Delhi,DL,,6,1.0,Exact PAN match
ENT-0997,Acme Industries Pvt Ltd,IOJBF7869U,Chennai,TN,,4,1.0,Exact PAN match
ENT-0998,Acme Logistics Limited,IOKUP4503S,Ahmedabad,GJ,,9,0.9666666666666666,Exact PAN match
ENT-0999,Stellar Fabrication LLP,IONSG5479V,Chennai,TN,,5,1.0,Exact PAN match
ENT-1000,Metro Corp Limited,IOPOS5477Z,Hyderabad,TS,,8,0.9625,Exact PAN match
ENT-1001,Tech Fabrication Limited,IPASW9820K,Mumbai,MH,,6,0.9833333333333334,Exact PAN match
ENT-1002,Stellar Enterprises LLP,IPKLR5828U,Ahmedabad,GJ,,7,0.9714285714285714,Exact PAN match
ENT-1003,Global Solutions Pvt Ltd,IPUTO8149S,Delhi,DL,,6,1.0,Exact PAN match
ENT-1004,Pioneer Ventures Pvt Ltd,IPVCB9527B,Mumbai,MH,,5,1.0,Exact PAN match
ENT-1005,Dynamic Enterprises Limited,IPXDX1816E,Hyderabad,TS,,7,0.9714285714285714,Exact PAN match
ENT-1006,Prime Solutions Limited,IPXEW6699E,Bengaluru,KA,,7,0.9714285714285714,Exact PAN match
ENT-1007,Pioneer Enterprises Limited,IPZCU1902X,Chennai,TN,,9,0.9666666666666666,Exact PAN match
ENT-1008,Sunrise Traders Limited,IQSHX8568L,Pune,MH,,7,0.9714285714285714,Exact PAN match
ENT-1009,Pioneer Logistics LLP,IQYXQ4841E,Bengaluru,KA,,7,0.9857142857142858,Exact PAN match
ENT-1010,Sunrise Enterprises LLP,IREKU4881V,Bengaluru,KA,,5,0.9800000000000001,Exact PAN match
ENT-1011,Global Fabrication LLP,IRISL0050F,Hyderabad,TS,,6,0.9833333333333334,Exact PAN match
ENT-1012,Prime Corp Pvt Ltd,ISEHU6169Q,Mumbai,MH,,5,1.0,Exact PAN match
ENT-1013,Dynamic Ventures Limited,ISJZT1973I,Chennai,TN,,7,0.9714285714285714,Exact PAN match
ENT-1014,Tech Technologies LLP,ISXQP2762N,Delhi,DL,,5,0.9800000000000001,Exact PAN match
