unified_entity_id,canonical_name,pan,city,state,pincode,source_system_count,source_record_ids
ENT-0871,Global Traders Limited,HMSWK2062B,Unknown,Unknown,,5,CIN-320826|ESI-709377|IEC-130442|PAN_REG-101373|UDYAM-156461
ENT-0872,Acme Corp Pvt Ltd,HMUKN9971L,Unknown,Unknown,,5,CIN-136879|ESI-326955|GSTIN-328865|PAN_REG-655681|UDYAM-514354
ENT-0873,Sunrise Technologies Pvt Ltd,HNAOJ6146U,Unknown,Unknown,,5,CIN-809826|EPF-466131|ESI-479203|GSTIN-451889|PAN_REG-519956
ENT-0874,Balaji Ventures Pvt Ltd,HNAQW8369T,Unknown,Unknown,,4,CIN-788380|GSTIN-885786|PAN_REG-979306|UDYAM-960557
ENT-0875,Stellar Ventures Pvt Ltd,HNCUZ8275G,Unknown,Unknown,,5,CIN-918634|ESI-962299|GSTIN-133511|PAN_REG-156872|UDYAM-333406
ENT-0876,Pioneer Logistics LLP,HNLBZ6898O,Unknown,Unknown,,4,EPF-470752|ESI-663329|GSTIN-609568|PAN_REG-606165
ENT-0877,Pioneer Logistics Limited,HNOLW4580D,Unknown,Unknown,,5,CIN-591765|EPF-396456|GSTIN-296721|PAN_REG-561345|UDYAM-486993
ENT-0878,Apex Traders Limited,HOSYI9323B,Unknown,Unknown,,5,CIN-929481|EPF-324140|GSTIN-217535|IEC-347485|PAN_REG-404004
ENT-0879,Pioneer Industries Pvt Ltd,HOUFP5266O,Unknown,Unknown,,4,CIN-434576|EPF-983752|PAN_REG-72818|UDYAM-621254
ENT-0880,Tech Technologies Limited,HPBZP7088K,Unknown,Unknown,,7,CIN-755285|EPF-942933|ESI-494943|GSTIN-93870|IEC-490070|PAN_REG-677567|UDYAM-524136
ENT-0881,Apex Corp Limited,HPGOD8097A,Unknown,Unknown,,7,CIN-825568|EPF-899207|ESI-829091|GSTIN-577433|IEC-249781|PAN_REG-346183|UDYAM-198452
ENT-0882,Stellar Traders LLP,HPKER7184M,Unknown,Unknown,,5,CIN-848985|EPF-648367|ESI-921495|PAN_REG-518058|UDYAM-248072
ENT-0883,Balaji Traders Limited,HPPJM1566L,Unknown,Unknown,,7,CIN-785104|EPF-38209|ESI-62786|GSTIN-600963|IEC-243836|PAN_REG-399617|UDYAM-795263
ENT-0884,Apex Logistics LLP,HPUNG0810R,Unknown,Unknown,,7,CIN-210449|EPF-941763|ESI-629290|GSTIN-899114|IEC-259328|PAN_REG-358889|UDYAM-882485
ENT-0885,Dynamic Ventures LLP,HPVBT6227X,Unknown,Unknown,,5,CIN-180706|EPF-590722|GSTIN-686726|PAN_REG-891189|UDYAM-653391
ENT-0886,Apex Solutions LLP,HPWYL3873Q,Unknown,Unknown,,6,CIN-625491|EPF-774311|ESI-163693|GSTIN-708697|PAN_REG-204120|UDYAM-977071
ENT-0887,Metro Enterprises LLP,HPXEU3116E,Unknown,Unknown,,7,CIN-789608|EPF-999018|ESI-672425|GSTIN-833007|IEC-902639|PAN_REG-297068|UDYAM-462792
ENT-0888,Stellar Enterprises LLP,HQLEB7162P,Unknown,Unknown,,4,CIN-335153|ESI-759671|GSTIN-118273|PAN_REG-882300
ENT-0889,Om Technologies LLP,HRDEE0160S,Unknown,Unknown,,6,CIN-136921|EPF-89557|ESI-585453|GSTIN-799725|IEC-706856|PAN_REG-723019
ENT-0890,Om Logistics Pvt Ltd,HRGJZ8892L,Unknown,Unknown,,7,CIN-900163|EPF-57299|ESI-516355|GSTIN-140766|IEC-40018|PAN_REG-282701|UDYAM-777013
ENT-0891,Global Corp Pvt Ltd,HRKRA5249J,Unknown,Unknown,,4,CIN-831144|GSTIN-425735|PAN_REG-998327|UDYAM-674528
ENT-0892,Prime Solutions Pvt Ltd,HRMQK8920K,Unknown,Unknown,,3,CIN-861578|GSTIN-41622|PAN_REG-458954
ENT-0893,Balaji Ventures Pvt Ltd,HRPDA2529Q,Unknown,Unknown,,5,CIN-973908|EPF-984476|GSTIN-405032|PAN_REG-806802|UDYAM-829022
ENT-0894,Balaji Industries LLP,HRXIE1154G,Unknown,Unknown,,5,CIN-769298|EPF-576166|ESI-957570|GSTIN-971854|PAN_REG-252727
ENT-0895,Shree Solutions LLP,HSDVY5750U,Unknown,Unknown,,6,CIN-38424|EPF-706305|ESI-89200|GSTIN-181110|PAN_REG-264154|UDYAM-964302
ENT-0896,Global Logistics Pvt Ltd,HSFVS0043G,Unknown,Unknown,,5,CIN-862810|EPF-460499|GSTIN-233778|PAN_REG-113813|UDYAM-846115
ENT-0897,Apex Solutions Pvt Ltd,HSHFY7565D,Unknown,Unknown,,6,CIN-767537|EPF-577584|ESI-755352|GSTIN-188084|PAN_REG-589843|UDYAM-796112
ENT-0898,Balaji Industries Pvt Ltd,HSKMG2968Q,Unknown,Unknown,,5,CIN-714818|EPF-892653|GSTIN-209087|PAN_REG-167334|UDYAM-788174
ENT-0899,Pioneer Fabrication Limited,HSQXV4210R,Unknown,Unknown,,4,CIN-818971|EPF-763193|ESI-191777|GSTIN-900917
ENT-0900,Shree Industries Pvt Ltd,HSRPE9278D,Unknown,Unknown,,6,CIN-288818|EPF-707837|ESI-634750|GSTIN-499297|PAN_REG-89353|UDYAM-212524
ENT-0901,Apex Technologies Limited,HSWCM2507K,Unknown,Unknown,,5,CIN-240420|EPF-345850|GSTIN-160196|PAN_REG-254991|UDYAM-572954
ENT-0902,Balaji Fabrication LLP,HSWGM6423R,Unknown,Unknown,,4,CIN-47895|EPF-331878|GSTIN-24314|PAN_REG-407556
ENT-0903,Metro Logistics Pvt Ltd,HSZDZ5181O,Unknown,Unknown,,5,CIN-557214|EPF-492991|ESI-352617|GSTIN-469195|PAN_REG-633820
ENT-0904,Acme Logistics Pvt Ltd,HTGGL4451F,Unknown,Unknown,,6,CIN-56546|EPF-30119|ESI-878108|GSTIN-385221|PAN_REG-953435|UDYAM-729829
ENT-0905,Prime Technologies Pvt Ltd,HTNKJ7213S,Unknown,Unknown,,5,CIN-339397|EPF-570625|GSTIN-456829|PAN_REG-557349|UDYAM-949644
ENT-0906,Tech Corp LLP,HTPYC3484E,Unknown,Unknown,,4,CIN-686815|EPF-73736|GSTIN-578379|PAN_REG-576681
ENT-0907,Acme Fabrication Limited,HTQOW7186C,Unknown,Unknown,,6,CIN-824458|EPF-119079|ESI-858894|GSTIN-935264|PAN_REG-480959|UDYAM-984671
ENT-0908,Prime Enterprises LLP,HTZPR6903B,Unknown,Unknown,,4,CIN-661094|GSTIN-400007|PAN_REG-555402|UDYAM-16462
ENT-0909,Acme Corp LLP,HUJSV9194E,Unknown,Unknown,,5,CIN-673777|EPF-29779|ESI-303859|PAN_REG-239860|UDYAM-101981
ENT-0910,Acme Traders Pvt Ltd,HUKTI0997A,Unknown,Unknown,,4,CIN-854625|EPF-674750|GSTIN-715144|PAN_REG-287247
ENT-0911,Prime Traders LLP,HUQHJ1894D,Unknown,Unknown,,5,CIN-185545|EPF-880497|ESI-305801|GSTIN-765343|UDYAM-404025
ENT-0912,Stellar Ventures LLP,HUTYQ5760K,Unknown,Unknown,,4,CIN-348357|ESI-566512|GSTIN-356863|PAN_REG-111309
ENT-0913,Stellar Logistics Pvt Ltd,HUUFZ8855Q,Unknown,Unknown,,5,CIN-128676|ESI-234522|GSTIN-295907|IEC-786261|PAN_REG-956540
ENT-0914,Pioneer Fabrication Pvt Ltd,HUZIY3963T,Unknown,Unknown,,6,CIN-544093|EPF-315068|ESI-34788|GSTIN-850027|PAN_REG-906651|UDYAM-370457
ENT-0915,Apex Solutions Limited,HVNQH3204T,Unknown,Unknown,,4,CIN-786589|EPF-111643|GSTIN-787298|PAN_REG-335368
ENT-0916,Prime Logistics LLP,HVVCP6092X,Unknown,Unknown,,5,CIN-595926|ESI-69355|GSTIN-632495|PAN_REG-481616|UDYAM-303427
ENT-0917,Prime Solutions LLP,HWFLL2038S,Unknown,Unknown,,4,CIN-785990|ESI-977389|GSTIN-858840|PAN_REG-768219
ENT-0918,Dynamic Enterprises Pvt Ltd,HWIGJ5824A,Unknown,Unknown,,4,CIN-718904|EPF-861369|GSTIN-678826|PAN_REG-316713
ENT-0919,Apex Industries Limited,HWZTH6602C,Unknown,Unknown,,7,CIN-795410|EPF-203878|ESI-77606|GSTIN-191680|IEC-31926|PAN_REG-769224|UDYAM-299128
ENT-0920,Tech Enterprises Pvt Ltd,HXOBL6972T,Unknown,Unknown,,5,CIN-454664|EPF-625339|GSTIN-578359|PAN_REG-80233|UDYAM-630877
ENT-0921,Om Technologies LLP,HXOQS5280I,Unknown,Unknown,,4,CIN-222540|ESI-618266|IEC-820192|PAN_REG-160023
ENT-0922,Global Logistics Limited,HXVGG3238B,Unknown,Unknown,,6,CIN-107651|EPF-47116|ESI-598981|GSTIN-71555|PAN_REG-671279|UDYAM-104363
ENT-0923,Apex Corp Limited,HXWBL7313N,Unknown,Unknown,,5,CIN-997140|ESI-543733|GSTIN-25932|PAN_REG-63697|UDYAM-794792
ENT-0924,Metro Fabrication LLP,HYGLA2230U,Unknown,Unknown,,6,CIN-646691|EPF-385684|ESI-587443|GSTIN-835094|PAN_REG-854173|UDYAM-962903
ENT-0925,Metro Ventures LLP,HYHJO4792W,Unknown,Unknown,,4,CIN-428595|ESI-226241|PAN_REG-697191|UDYAM-531009
ENT-0926,Metro Corp Pvt Ltd,HYVCV4488W,Unknown,Unknown,,6,CIN-122244|EPF-169092|ESI-632462|GSTIN-906620|PAN_REG-164561|UDYAM-152255
ENT-0927,Acme Industries Pvt Ltd,HZCER2415K,Unknown,Unknown,,6,CIN-703814|EPF-667410|ESI-508528|GSTIN-221489|PAN_REG-798037|UDYAM-921925
ENT-0928,Stellar Fabrication LLP,HZNLA3821A,Unknown,Unknown,,6,CIN-308324|ESI-829529|GSTIN-110124|IEC-256882|PAN_REG-421696|UDYAM-146262
ENT-0929,Om Enterprises LLP,HZOLD4377K,Unknown,Unknown,,6,CIN-822705|EPF-926527|ESI-369809|GSTIN-142435|PAN_REG-762648|UDYAM-274702
ENT-0930,Stellar Corp LLP,HZOME8842A,Unknown,Unknown,,5,CIN-30142|EPF-496186|ESI-819994|GSTIN-197852|PAN_REG-984840
ENT-0931,Tech Enterprises LLP,HZUTM1216J,Unknown,Unknown,,5,CIN-196298|EPF-727761|ESI-717998|PAN_REG-343638|UDYAM-551676
ENT-0932,Sunrise Industries LLP,HZWFE8245J,Unknown,Unknown,,5,CIN-276688|EPF-231759|GSTIN-201517|PAN_REG-200900|UDYAM-645136
ENT-0933,Stellar Corp Pvt Ltd,IAAUY7203V,Unknown,Unknown,,5,CIN-134553|EPF-181654|ESI-909957|GSTIN-725129|PAN_REG-647137
ENT-0934,Sunrise Fabrication Pvt Ltd,IAXOX7133G,Unknown,Unknown,,4,CIN-548116|GSTIN-62855|PAN_REG-901282|UDYAM-162423
ENT-0935,Shree Fabrication Limited,IBAWU8651O,Unknown,Unknown,,5,CIN-716967|EPF-982096|ESI-102179|GSTIN-973492|PAN_REG-811064
ENT-0936,Tech Industries LLP,IBAZS1951H,Unknown,Unknown,,4,CIN-234438|GSTIN-310047|PAN_REG-969102|UDYAM-619576
ENT-0937,Prime Technologies Limited,IBFKJ5057G,Unknown,Unknown,,5,CIN-658001|EPF-330749|ESI-918630|GSTIN-155206|PAN_REG-972693
ENT-0938,Sunrise Corp Pvt Ltd,IBGXE0710R,Unknown,Unknown,,4,CIN-551733|ESI-769878|GSTIN-882297|PAN_REG-403235
ENT-0939,Sunrise Solutions Limited,IBJTW8140Z,Unknown,Unknown,,4,CIN-993221|ESI-489950|GSTIN-848186|PAN_REG-162285
ENT-0940,Metro Traders Limited,IBSVP0044D,Unknown,Unknown,,6,CIN-742069|EPF-540594|ESI-515824|GSTIN-675614|PAN_REG-393492|UDYAM-819095
ENT-0941,Stellar Corp LLP,IBWUO5742V,Unknown,Unknown,,5,CIN-199278|EPF-808611|GSTIN-230730|PAN_REG-983179|UDYAM-608538
ENT-0942,Apex Technologies Pvt Ltd,IDDUP7106W,Unknown,Unknown,,5,CIN-771447|ESI-757313|GSTIN-979902|PAN_REG-906569|UDYAM-468231
ENT-0943,Metro Enterprises Pvt Ltd,IDMNL7926A,Unknown,Unknown,,5,CIN-726057|EPF-458074|GSTIN-970697|PAN_REG-275895|UDYAM-201219
ENT-0944,Pioneer Traders Pvt Ltd,IDQQP3129W,Unknown,Unknown,,5,CIN-405097|EPF-984423|GSTIN-636207|PAN_REG-691195|UDYAM-58528
ENT-0945,Stellar Fabrication Limited,IDVOT2400N,Unknown,Unknown,,3,CIN-248586|PAN_REG-258722|UDYAM-517501
ENT-0946,Tech Solutions LLP,IDVPT7503P,Unknown,Unknown,,5,CIN-591980|EPF-427453|ESI-870395|GSTIN-714852|PAN_REG-15356
ENT-0947,Apex Technologies Pvt Ltd,IEBPA6750K,Unknown,Unknown,,5,CIN-533828|ESI-440015|GSTIN-964486|PAN_REG-551871|UDYAM-841913
ENT-0948,Metro Corp Limited,IECDP2261S,Unknown,Unknown,,3,CIN-850879|ESI-209571|GSTIN-149099
ENT-0949,Global Fabrication Pvt Ltd,IEPSE9593C,Unknown,Unknown,,4,CIN-978904|EPF-134155|ESI-297660|PAN_REG-960057
ENT-0950,Acme Traders Pvt Ltd,IFASE6640R,Unknown,Unknown,,5,CIN-720203|ESI-856085|GSTIN-984111|IEC-516740|PAN_REG-917877
ENT-0951,Metro Industries LLP,IFAVE6149C,Unknown,Unknown,,4,CIN-971211|IEC-967095|PAN_REG-506266|UDYAM-102533
ENT-0952,Global Industries LLP,IFOFX4129H,Unknown,Unknown,,4,CIN-240695|EPF-310325|PAN_REG-570813|UDYAM-652953
ENT-0953,Stellar Traders Pvt Ltd,IFWPS0250Y,Unknown,Unknown,,6,CIN-428171|EPF-811678|ESI-151122|GSTIN-789782|PAN_REG-468811|UDYAM-99567
ENT-0954,Acme Logistics LLP,IFXJL0807S,Unknown,Unknown,,5,CIN-198092|ESI-854135|GSTIN-363841|PAN_REG-735848|UDYAM-974677
ENT-0955,Stellar Enterprises Limited,IFZAG1695H,Unknown,Unknown,,4,CIN-571352|EPF-581522|GSTIN-54834|PAN_REG-730171
ENT-0956,Tech Enterprises LLP,IFZNW5680U,Unknown,Unknown,,6,CIN-735457|EPF-449357|ESI-589243|GSTIN-832958|IEC-843893|PAN_REG-696127
ENT-0957,Prime Corp Limited,IGFBA4464G,Unknown,Unknown,,6,CIN-554261|EPF-847843|ESI-173735|GSTIN-294053|PAN_REG-991808|UDYAM-54683
ENT-0958,Sunrise Solutions LLP,IGLPN8438N,Unknown,Unknown,,6,CIN-279471|EPF-230736|ESI-617860|GSTIN-694690|PAN_REG-475868|UDYAM-723596
ENT-0959,Metro Technologies Limited,IGSYU7679D,Unknown,Unknown,,5,CIN-710924|ESI-987883|GSTIN-391791|PAN_REG-460878|UDYAM-257250
ENT-0960,Stellar Industries Pvt Ltd,IHHUK1185R,Unknown,Unknown,,5,CIN-378458|EPF-492395|GSTIN-230668|PAN_REG-59930|UDYAM-322698
ENT-0961,Sunrise Technologies Pvt Ltd,IHICE8590E,Unknown,Unknown,,6,CIN-485327|EPF-899287|ESI-840333|GSTIN-120456|PAN_REG-379707|UDYAM-103090
ENT-0962,Stellar Corp Pvt Ltd,IHJTB9817V,Unknown,Unknown,,6,CIN-943611|EPF-344472|ESI-652713|GSTIN-170919|PAN_REG-250871|UDYAM-843522
ENT-0963,Stellar Technologies Limited,IHKJI2447F,Unknown,Unknown,,5,EPF-775167|ESI-266071|IEC-233773|PAN_REG-299070|UDYAM-373278
ENT-0964,Shree Ventures Pvt Ltd,IHLML8185E,Unknown,Unknown,,6,CIN-325329|EPF-747887|ESI-30817|GSTIN-661878|PAN_REG-738258|UDYAM-546636
ENT-0965,Pioneer Technologies Pvt Ltd,IHTTJ7554T,Unknown,Unknown,,4,CIN-241919|EPF-447070|ESI-452647|PAN_REG-767645
ENT-0966,Pioneer Ventures LLP,IHYSE1459L,Unknown,Unknown,,4,CIN-76548|EPF-680206|ESI-571726|PAN_REG-397589
ENT-0967,Metro Solutions Limited,IIDMO7834P,Unknown,Unknown,,5,CIN-510865|EPF-631367|GSTIN-564426|PAN_REG-503349|UDYAM-259763
ENT-0968,Acme Corp Pvt Ltd,IIFIZ6739V,Unknown,Unknown,,5,CIN-131899|EPF-315079|GSTIN-166478|PAN_REG-598012|UDYAM-48587
ENT-0969,Stellar Industries Limited,IIIVU5503Y,Unknown,Unknown,,5,CIN-106540|EPF-696876|ESI-591585|GSTIN-731350|PAN_REG-490308
ENT-0970,Pioneer Traders Pvt Ltd,IINUP4485L,Unknown,Unknown,,4,CIN-10469|GSTIN-923219|PAN_REG-792259|UDYAM-530653
ENT-0971,Tech Ventures LLP,IIOBM5290C,Unknown,Unknown,,5,CIN-513610|ESI-700624|GSTIN-207904|IEC-550975|PAN_REG-47652
ENT-0972,Dynamic Industries Pvt Ltd,IIUFK1125Y,Unknown,Unknown,,4,CIN-414762|ESI-309383|GSTIN-870182|PAN_REG-301453
ENT-0973,Shree Industries Pvt Ltd,IJKEX6407F,Unknown,Unknown,,4,CIN-572027|EPF-944946|GSTIN-783552|PAN_REG-806642
ENT-0974,Sunrise Traders LLP,IJNHH4642I,Unknown,Unknown,,6,CIN-636561|EPF-985825|ESI-294601|GSTIN-271406|IEC-180616|PAN_REG-108969
ENT-0975,Global Corp LLP,IJNPQ5908V,Unknown,Unknown,,5,CIN-410319|ESI-945370|GSTIN-179867|PAN_REG-920951|UDYAM-460021
ENT-0976,Pioneer Enterprises LLP,IJQZK4603C,Unknown,Unknown,,4,CIN-474525|GSTIN-190782|PAN_REG-83338|UDYAM-935013
ENT-0977,Apex Fabrication LLP,IJZSU0052Y,Unknown,Unknown,,4,CIN-314433|GSTIN-815748|PAN_REG-12893|UDYAM-60921
ENT-0978,Shree Traders Limited,IKBTS8856K,Unknown,Unknown,,6,CIN-728173|EPF-613823|ESI-403854|GSTIN-419595|PAN_REG-187317|UDYAM-343158
ENT-0979,Global Ventures LLP,IKHQN2452G,Unknown,Unknown,,7,CIN-273553|EPF-200805|ESI-63338|GSTIN-997175|IEC-741464|PAN_REG-414983|UDYAM-816753
ENT-0980,Global Corp Limited,IKSOQ8784N,Unknown,Unknown,,5,CIN-470712|ESI-665338|GSTIN-783804|IEC-23696|PAN_REG-59895
ENT-0981,Balaji Fabrication Limited,ILITX7483S,Unknown,Unknown,,6,CIN-897875|ESI-520738|GSTIN-567753|IEC-942787|PAN_REG-341919|UDYAM-250385
ENT-0982,Dynamic Logistics Limited,ILJVA4223H,Unknown,Unknown,,5,CIN-430887|EPF-916542|GSTIN-499326|PAN_REG-538778|UDYAM-432246
ENT-0983,Tech Traders Pvt Ltd,ILQRR2090L,Unknown,Unknown,,6,CIN-672602|EPF-783996|ESI-443713|GSTIN-978359|PAN_REG-484513|UDYAM-140225
ENT-0984,Acme Corp Pvt Ltd,ILUQH0429L,Unknown,Unknown,,5,CIN-251692|EPF-134022|ESI-674682|GSTIN-790318|PAN_REG-713704
ENT-0985,Stellar Ventures Pvt Ltd,IMBUF5021A,Unknown,Unknown,,5,CIN-294179|ESI-842131|GSTIN-591196|IEC-754209|UDYAM-308572
ENT-0986,Dynamic Corp LLP,IMCCY0906D,Unknown,Unknown,,5,CIN-999815|ESI-183320|GSTIN-849157|PAN_REG-972379|UDYAM-416228
ENT-0987,Om Fabrication LLP,IMFWW2437F,Unknown,Unknown,,6,CIN-274879|EPF-201124|ESI-993213|GSTIN-958628|PAN_REG-580144|UDYAM-760665
ENT-0988,Pioneer Corp Limited,IMOQM0971T,Unknown,Unknown,,5,CIN-744494|EPF-849506|ESI-758645|GSTIN-469522|PAN_REG-659503
ENT-0989,Dynamic Industries Limited,IMWKP6222E,Unknown,Unknown,,6,CIN-667084|EPF-889340|ESI-569689|GSTIN-795572|PAN_REG-405702|UDYAM-722961
ENT-0990,Pioneer Industries LLP,INDCD0296C,Unknown,Unknown,,6,CIN-366904|EPF-522575|ESI-936497|GSTIN-278839|IEC-750890|PAN_REG-20585
ENT-0991,Tech Enterprises Pvt Ltd,INFOX0811Q,Unknown,Unknown,,6,CIN-746230|EPF-476526|ESI-674393|GSTIN-196097|PAN_REG-318068|UDYAM-716243
ENT-0992,Shree Industries Pvt Ltd,INICZ7249C,Unknown,Unknown,,5,CIN-368791|ESI-477430|GSTIN-549950|PAN_REG-333289|UDYAM-406958
ENT-0993,Shree Logistics LLP,INLWZ3502S,Unknown,Unknown,,5,CIN-278939|EPF-613541|GSTIN-577139|PAN_REG-171295|UDYAM-539426
ENT-0994,Global Solutions LLP,IOBUL6059V,Unknown,Unknown,,4,CIN-75940|EPF-566991|PAN_REG-382486|UDYAM-600573
ENT-0995,Sunrise Fabrication Limited,IOECV4508G,Unknown,Unknown,,4,CIN-493445|EPF-818104|GSTIN-276522|UDYAM-76417
ENT-0996,Global Solutions Pvt Ltd,IOINU4951I,Unknown,Unknown,,6,CIN-965353|EPF-244396|ESI-980870|GSTIN-122638|PAN_REG-759989|UDYAM-251934
ENT-0997,Acme Industries Pvt Ltd,IOJBF7869U,Unknown,Unknown,,4,EPF-269547|ESI-513755|GSTIN-319398|PAN_REG-331112
ENT-0998,Acme Logistics Limited,IOKUP4503S,Unknown,Unknown,,6,EPF-280236|ESI-304997|GSTIN-821602|IEC-585932|PAN_REG-785193|UDYAM-753613
ENT-0999,Stellar Fabrication LLP,IONSG5479V,Unknown,Unknown,,5,CIN-14559|ESI-403603|GSTIN-74457|PAN_REG-552020|UDYAM-259630
ENT-1000,Metro Corp Limited,IOPOS5477Z,Unknown,Unknown,,5,CIN-60726|EPF-680054|ESI-704863|GSTIN-571780|PAN_REG-983475
ENT-1001,Tech Fabrication Limited,IPASW9820K,Unknown,Unknown,,5,CIN-539674|EPF-227540|ESI-163649|GSTIN-225646|PAN_REG-797909
ENT-1002,Stellar Enterprises LLP,IPKLR5828U,Unknown,Unknown,,5,CIN-79700|EPF-402380|ESI-709033|GSTIN-110019|PAN_REG-999559
ENT-1003,Global Solutions Pvt Ltd,IPUTO8149S,Unknown,Unknown,,6,CIN-280210|EPF-772269|ESI-226372|GSTIN-335351|IEC-674823|PAN_REG-462743
ENT-1004,Pioneer Ventures Pvt Ltd,IPVCB9527B,Unknown,Unknown,,5,CIN-287205|EPF-220511|GSTIN-879469|PAN_REG-497134|UDYAM-293421
ENT-1005,Dynamic Enterprises Limited,IPXDX1816E,Unknown,Unknown,,5,CIN-959635|EPF-911303|ESI-354908|GSTIN-553178|PAN_REG-979851
ENT-1006,Prime Solutions Limited,IPXEW6699E,Unknown,Unknown,,5,CIN-636738|EPF-809655|GSTIN-825943|PAN_REG-728525|UDYAM-486078
ENT-1007,Pioneer Enterprises Limited,IPZCU1902X,Unknown,Unknown,,6,CIN-968475|EPF-865113|ESI-649670|GSTIN-837981|PAN_REG-609346|UDYAM-424273
ENT-1008,Sunrise Traders Limited,IQSHX8568L,Unknown,Unknown,,5,CIN-111399|EPF-171595|ESI-907997|GSTIN-449490|PAN_REG-829938
ENT-1009,Pioneer Logistics LLP,IQYXQ4841E,Unknown,Unknown,,6,CIN-612878|EPF-298043|ESI-778700|GSTIN-558578|PAN_REG-823094|UDYAM-792014
ENT-1010,Sunrise Enterprises LLP,IREKU4881V,Unknown,Unknown,,4,CIN-125374|EPF-811183|GSTIN-181840|PAN_REG-926479
ENT-1011,Global Fabrication LLP,IRISL0050F,Unknown,Unknown,,5,CIN-303398|EPF-305492|ESI-308657|GSTIN-993363|PAN_REG-69070
ENT-1012,Prime Corp Pvt Ltd,ISEHU6169Q,Unknown,Unknown,,5,CIN-710691|GSTIN-166076|IEC-365891|PAN_REG-28382|UDYAM-298013
ENT-1013,Dynamic Ventures Limited,ISJZT1973I,Unknown,Unknown,,5,CIN-922501|ESI-84207|GSTIN-759751|PAN_REG-441933|UDYAM-720356
ENT-1014,Tech Technologies LLP,ISXQP2762N,Unknown,Unknown,,4,CIN-260875|EPF-404835|GSTIN-198955|PAN_REG-428639
ENT-1015,Balaji Industries LLP,ITQLO5922F,Unknown,Unknown,,5,CIN-766911|ESI-906369|GSTIN-29530|PAN_REG-979084|UDYAM-191516
ENT-1016,Sunrise Logistics Limited,IUBRT0486I,Unknown,Unknown,,5,CIN-84518|EPF-744544|GSTIN-880586|PAN_REG-772818|UDYAM-564462
ENT-1017,Metro Solutions Pvt Ltd,IUFNH7997J,Unknown,Unknown,,6,CIN-760312|EPF-188643|ESI-740522|GSTIN-687721|PAN_REG-249561|UDYAM-143047
ENT-1018,Prime Industries LLP,IUGAR8848R,Unknown,Unknown,,5,CIN-106053|ESI-209188|IEC-357668|PAN_REG-390860|UDYAM-835795
ENT-1019,Om Corp Pvt Ltd,IUKNI4774Y,Unknown,Unknown,,6,CIN-608626|EPF-506361|ESI-884444|GSTIN-850364|PAN_REG-617485|UDYAM-747046
ENT-1020,Sunrise Fabrication Pvt Ltd,IUKRE2642X,Unknown,Unknown,,6,CIN-398198|ESI-214959|GSTIN-357346|IEC-725500|PAN_REG-74740|UDYAM-896795
ENT-1021,Om Industries Limited,IUOMK8463Q,Unknown,Unknown,,6,CIN-949791|EPF-555140|ESI-635277|GSTIN-981201|IEC-403378|PAN_REG-477648
ENT-1022,Shree Ventures Pvt Ltd,IUPTR8679V,Unknown,Unknown,,5,CIN-443679|EPF-403178|ESI-839064|PAN_REG-941931|UDYAM-76410
ENT-1023,Tech Corp Limited,IVAHN9922R,Unknown,Unknown,,5,CIN-117160|ESI-996753|GSTIN-564321|PAN_REG-63418|UDYAM-819701
ENT-1024,Global Corp Limited,IVFYI5335H,Unknown,Unknown,,5,CIN-515655|ESI-883935|GSTIN-557979|PAN_REG-712167|UDYAM-479758
ENT-1025,Stellar Technologies Pvt Ltd,IVIMX2801K,Unknown,Unknown,,5,CIN-876860|EPF-718793|GSTIN-474064|PAN_REG-686383|UDYAM-120524
ENT-1026,Pioneer Enterprises Pvt Ltd,IWRSY2657J,Unknown,Unknown,,6,CIN-751436|EPF-479292|GSTIN-268774|IEC-490348|PAN_REG-972588|UDYAM-575385
ENT-1027,Stellar Logistics Pvt Ltd,IWWSR7031D,Unknown,Unknown,,4,CIN-970579|GSTIN-668466|PAN_REG-321652|UDYAM-427347
ENT-1028,Apex Ventures Limited,IWWUO3129S,Unknown,Unknown,,5,CIN-663344|EPF-136502|ESI-610702|GSTIN-629734|PAN_REG-99858
ENT-1029,Om Corp Pvt Ltd,IXMRC9642P,Unknown,Unknown,,4,CIN-460958|ESI-188617|GSTIN-932262|PAN_REG-536223
ENT-1030,Metro Enterprises Limited,IXOQC7904P,Unknown,Unknown,,5,CIN-181918|ESI-399896|GSTIN-321651|PAN_REG-630628|UDYAM-311066
ENT-1031,Global Fabrication LLP,IXPMY8383J,Unknown,Unknown,,5,CIN-376853|EPF-923869|ESI-327233|GSTIN-889474|PAN_REG-500209
ENT-1032,Om Corp Pvt Ltd,IXRML2902F,Unknown,Unknown,,4,CIN-658247|EPF-700047|GSTIN-935629|PAN_REG-579050
ENT-1033,Shree Technologies Pvt Ltd,IXUIN5424O,Unknown,Unknown,,5,CIN-299435|GSTIN-425920|IEC-274240|PAN_REG-303738|UDYAM-565265
ENT-1034,Apex Technologies Limited,IXUNQ2291N,Unknown,Unknown,,5,CIN-831969|EPF-669189|ESI-756833|IEC-154339|PAN_REG-704374
ENT-1035,Global Technologies LLP,IXUZJ0931A,Unknown,Unknown,,5,CIN-703891|ESI-114719|GSTIN-401284|PAN_REG-650363|UDYAM-706712
ENT-1036,Shree Technologies Pvt Ltd,IXZTE4002V,Unknown,Unknown,,5,CIN-219152|EPF-512764|GSTIN-255317|IEC-397471|PAN_REG-442814
